Dataset,Error_Type,Severity,cells_changed_pct,labels_changed_pct,row_delta,col_delta,magnitude,renames,problem,total_change
Bank Marketing,data_representativeness,low,,,-423,0,0.0,0,,423.0
Bank Marketing,data_representativeness,medium,,,-846,0,0.0,0,,846.0
Bank Marketing,data_representativeness,high,,,-1269,0,0.0,0,,1269.0
Bank Marketing,imbalanced_feature_distribution,low,4.3748963171864625,0.0,0,0,14344840.65004626,0,,20.853797285836922
Bank Marketing,imbalanced_feature_distribution,medium,4.3748963171864625,0.0,0,0,253787413.43202496,0,,23.72690384067517
Bank Marketing,imbalanced_feature_distribution,high,8.749792634372925,0.0,0,0,268903269.4809403,0,,28.159654917981122
Bank Marketing,provenance_issues,low,3.815009124087591,0.0,0,0,2661405.675330053,0,,18.609374490378695
Bank Marketing,provenance_issues,medium,7.628808615350587,0.0,0,0,5497792.171395281,0,,23.148665943469855
Bank Marketing,provenance_issues,high,11.453667606724176,0.0,0,0,7842817.971211039,0,,27.328776497078074
Bank Marketing,contextual_errors,low,2.130854622871046,0.0,0,0,2392896792.421319,0,,23.72662513928096
Bank Marketing,contextual_errors,medium,4.167530690112807,0.0,0,0,4807956511.572185,0,,26.461068679445106
Bank Marketing,contextual_errors,high,6.093093342180934,0.0,0,0,6705279894.789476,0,,28.71925443932819
Bank Marketing,missing_values_mnar,low,8.81666804910418,0.0,0,0,6570915.0,0,,24.51483185146008
Bank Marketing,missing_values_mnar,medium,15.758750829462508,0.0,0,0,11710576.0,0,,32.03475383794716
Bank Marketing,missing_values_mnar,high,21.471328245963285,0.0,0,0,16089830.0,0,,38.065026261458414
Bank Marketing,duplicates_targeted,low,,,1808,0,0.0,0,,1808.0
Bank Marketing,duplicates_targeted,medium,,,3616,0,0.0,0,,3616.0
Bank Marketing,duplicates_targeted,high,,,5425,0,0.0,0,,5425.0
Bank Marketing,outliers_targeted,low,0.4306292855562928,0.0,0,0,1801888.374746196,0,,14.834975610559322
Bank Marketing,outliers_targeted,medium,2.0090273169652733,0.0,0,0,8338562.066061498,0,,17.945428782218613
Bank Marketing,outliers_targeted,high,3.7002668104401684,0.0,0,0,15452971.470606595,0,,20.253578746162574
Bank Marketing,duplicates_minority,low,,,1808,0,0.0,0,,1808.0
Bank Marketing,duplicates_minority,medium,,,3616,0,0.0,0,,3616.0
Bank Marketing,duplicates_minority,high,,,5425,0,0.0,0,,5425.0
Bank Marketing,label_noise_asymmetric,low,0.0,4.99889404998894,0,0,0.0,0,,4.99889404998894
Bank Marketing,label_noise_asymmetric,medium,0.0,9.356337093563372,0,0,0.0,0,,9.356337093563372
Bank Marketing,label_noise_asymmetric,high,0.0,9.356337093563372,0,0,0.0,0,,9.356337093563372
Bank Marketing,feature_noise_targeted,low,12.5,0.0,0,0,973113.3163831232,0,,26.28825684284154
Bank Marketing,feature_noise_targeted,medium,12.5,0.0,0,0,2910978.583807122,0,,27.38400020923945
Bank Marketing,feature_noise_targeted,high,12.5,0.0,0,0,4841656.426718109,0,,27.892767663609206
Telco Churn,missing_values,low,9.52888888888889,0.0,0,0,1329883.95,0,,23.629491881585764
Telco Churn,missing_values,medium,18.15672514619883,0.0,0,0,2529491.0500000003,0,,32.9002542159944
Telco Churn,missing_values,high,25.915321637426903,0.0,0,0,3570943.65,0,,41.003662364023384
Telco Churn,label_noise,low,0.0,4.995555555555556,0,0,0.0,0,,4.995555555555556
Telco Churn,label_noise,medium,0.0,9.991111111111111,0,0,0.0,0,,9.991111111111111
Telco Churn,label_noise,high,0.0,14.986666666666668,0,0,0.0,0,,14.986666666666668
Telco Churn,duplicates,low,,,281,0,0.0,0,,281.0
Telco Churn,duplicates,medium,,,562,0,0.0,0,,562.0
Telco Churn,duplicates,high,,,843,0,0.0,0,,843.0
Telco Churn,outliers,low,0.20959064327485383,0.0,0,0,532381.3553419386,0,,13.394707866496853
Telco Churn,outliers,medium,1.0516959064327485,0.0,0,0,2599262.63140445,0,,15.822434650619876
Telco Churn,outliers,high,2.103391812865497,0.0,0,0,5220820.403395565,0,,17.57155711731734
Telco Churn,invalid_values,low,0.4182456140350877,0.0,0,0,1851349.2,0,,14.849671382725314
Telco Churn,invalid_values,medium,1.0254970760233917,0.0,0,0,4118379.75,0,,16.256467698251114
Telco Churn,invalid_values,high,2.0042105263157897,0.0,0,0,7939873.4,0,,17.891618540774196
Telco Churn,class_imbalance,low,,,-149,0,0.0,0,,149.0
Telco Churn,class_imbalance,medium,,,-373,0,0.0,0,,373.0
Telco Churn,class_imbalance,high,,,-598,0,0.0,0,,598.0
Telco Churn,feature_noise,low,21.052631578947366,0.0,0,0,519562.52544583805,0,,34.21337594289063
Telco Churn,feature_noise,medium,21.052631578947366,0.0,0,0,1552375.6828806468,0,,35.30792923726549
Telco Churn,feature_noise,high,21.052631578947366,0.0,0,0,2639549.735179576,0,,35.838750863519934
Telco Churn,categorical_errors,low,3.800701754385965,0.0,0,0,0.0,0,,3.800701754385965
Telco Churn,categorical_errors,medium,7.273918128654971,0.0,0,0,0.0,0,,7.273918128654971
Telco Churn,categorical_errors,high,10.468304093567252,0.0,0,0,0.0,0,,10.468304093567252
Telco Churn,data_inconsistency,low,0.5146198830409356,0.0,0,0,605395.1000000001,0,,13.828258116568138
Telco Churn,data_inconsistency,medium,1.023625730994152,0.0,0,0,1365841.7000000002,0,,15.150907889742795
Telco Churn,data_inconsistency,high,1.5588304093567251,0.0,0,0,2026528.4000000001,0,,16.08066564207401
Telco Churn,typographical_errors,low,3.8484210526315787,0.0,0,0,0.0,0,,3.8484210526315787
Telco Churn,typographical_errors,medium,7.474152046783626,0.0,0,0,0.0,0,,7.474152046783626
Telco Churn,typographical_errors,high,10.932397660818713,0.0,0,0,0.0,0,,10.932397660818713
Telco Churn,data_drift,low,2.103391812865497,0.0,0,0,654900.1249933349,0,,15.495631361879504
Telco Churn,data_drift,medium,4.2105263157894735,0.0,0,0,1310965.5527001808,0,,18.296801565395345
Telco Churn,data_drift,high,6.31391812865497,0.0,0,0,1965865.6776935156,0,,20.805361892053654
Telco Churn,data_leakage,low,2.375672514619883,0.0,0,0,2539.0,0,,10.215591874632466
Telco Churn,data_leakage,medium,2.0042105263157897,0.0,0,0,2142.0,0,,9.674172521789366
Telco Churn,data_leakage,high,1.6327485380116957,0.0,0,0,1745.0,0,,9.097831274411243
Telco Churn,redundant_features,low,0.0,0.0,0,1,0.0,0,,1.0
Telco Churn,redundant_features,medium,0.0,0.0,0,3,0.0,0,,3.0
Telco Churn,redundant_features,high,0.0,0.0,0,5,0.0,0,,5.0
Telco Churn,annotator_bias,low,0.0,8.088888888888889,0,0,0.0,0,,8.088888888888889
Telco Churn,annotator_bias,medium,0.0,49.99111111111111,0,0,0.0,0,,49.99111111111111
Telco Churn,annotator_bias,high,0.0,49.99111111111111,0,0,0.0,0,,49.99111111111111
Telco Churn,ambiguous_labels,low,0.0,4.995555555555556,0,0,0.0,0,,4.995555555555556
Telco Churn,ambiguous_labels,medium,0.0,9.991111111111111,0,0,0.0,0,,9.991111111111111
Telco Churn,ambiguous_labels,high,0.0,14.986666666666668,0,0,0.0,0,,14.986666666666668
Telco Churn,domain_violations,low,1.032046783625731,0.0,0,0,2346342.5,0,,15.700415500540348
Telco Churn,domain_violations,medium,2.0201169590643273,0.0,0,0,4517680.624999999,0,,17.343626464463927
Telco Churn,domain_violations,high,2.9146198830409356,0.0,0,0,6506855.85,0,,18.60298696189079
Telco Churn,data_heterogeneity,low,5.263157894736842,0.0,0,0,105173353.95149305,0,,23.734278440995176
Telco Churn,data_heterogeneity,medium,5.263157894736842,0.0,0,0,532855.5386134703,0,,18.449165403331524
Telco Churn,data_heterogeneity,high,5.263157894736842,0.0,0,0,906388.5593538687,0,,18.980382364560022
Telco Churn,concept_drift,low,0.0,9.991111111111111,0,0,0.0,0,,9.991111111111111
Telco Churn,concept_drift,medium,0.0,20.0,0,0,0.0,0,,20.0
Telco Churn,concept_drift,high,0.0,29.991111111111113,0,0,0.0,0,,29.991111111111113
Telco Churn,data_representativeness,low,,,-149,0,0.0,0,,149.0
Telco Churn,data_representativeness,medium,,,-299,0,0.0,0,,299.0
Telco Churn,data_representativeness,high,,,-448,0,0.0,0,,448.0
Telco Churn,imbalanced_feature_distribution,low,3.6837426900584793,0.0,0,0,100828.68088860897,0,,15.204930734595042
Telco Churn,imbalanced_feature_distribution,medium,3.6837426900584793,0.0,0,0,146567.63991603095,0,,15.578991819621002
Telco Churn,imbalanced_feature_distribution,high,3.6837426900584793,0.0,0,0,7505137.96128501,0,,19.51484122876421
Telco Churn,provenance_issues,low,1.6458479532163741,0.0,0,0,558569.6956872327,0,,14.878984424052856
Telco Churn,provenance_issues,medium,3.3375438596491227,0.0,0,0,1113869.5838133888,0,,17.26089537985054
Telco Churn,provenance_issues,high,4.989005847953217,0.0,0,0,1657116.0778717578,0,,19.309595798396796
Telco Churn,contextual_errors,low,1.031111111111111,0.0,0,0,28116342.461260445,0,,18.182972694179437
Telco Churn,contextual_errors,medium,1.9920467836257312,0.0,0,0,63350580.89736072,0,,19.95624143375081
Telco Churn,contextual_errors,high,2.9146198830409356,0.0,0,0,81083191.9193867,0,,21.12560614167781
Telco Churn,missing_values_mnar,low,8.937543859649123,0.0,0,0,875471.8499999999,0,,22.62006327902538
Telco Churn,missing_values_mnar,medium,16.189941520467837,0.0,0,0,1784383.35,0,,30.58452553221057
Telco Churn,missing_values_mnar,high,22.08561403508772,0.0,0,0,2520962.6,0,,36.82576580243874
Telco Churn,duplicates_targeted,low,,,281,0,0.0,0,,281.0
Telco Churn,duplicates_targeted,medium,,,562,0,0.0,0,,562.0
Telco Churn,duplicates_targeted,high,,,843,0,0.0,0,,843.0
Telco Churn,outliers_targeted,low,0.2049122807017544,0.0,0,0,21243.598738244094,0,,10.168770245722055
Telco Churn,outliers_targeted,medium,0.9590643274853801,0.0,0,0,99773.86648579492,0,,12.469735919248524
Telco Churn,outliers_targeted,high,1.7702923976608185,0.0,0,0,185121.1568501372,0,,13.899063591112373
Telco Churn,duplicates_minority,low,,,281,0,0.0,0,,281.0
Telco Churn,duplicates_minority,medium,,,562,0,0.0,0,,562.0
Telco Churn,duplicates_minority,high,,,843,0,0.0,0,,843.0
Telco Churn,label_noise_asymmetric,low,0.0,4.995555555555556,0,0,0.0,0,,4.995555555555556
Telco Churn,label_noise_asymmetric,medium,0.0,9.991111111111111,0,0,0.0,0,,9.991111111111111
Telco Churn,label_noise_asymmetric,high,0.0,14.986666666666668,0,0,0.0,0,,14.986666666666668
Telco Churn,feature_noise_targeted,low,5.263157894736842,0.0,0,0,11031.825987003627,0,,14.571788183325602
Telco Churn,feature_noise_targeted,medium,5.263157894736842,0.0,0,0,33155.4741474911,0,,15.672151169849418
Telco Churn,feature_noise_targeted,high,5.263157894736842,0.0,0,0,54610.30045331012,0,,16.171154003064256
